ticket_id,ticket_text,category,priority,department,sentiment,root_cause,resolution_steps,ticket_status,created_at,resolved_at,recommended_action
TKT-2801,"High Priority: Outlook is not syncing emails, last sync was 3 hours ago. Happy to provide more details if needed.",Email/Communication,High,Collaboration Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,17-03-2026 08:03,,Assign to Collaboration Team — Target 2-hour resolution
TKT-2489,Important: Need read-only access to the finance department's reports.,Account/Access,High,IAM Team,Neutral,SMTP relay for password reset emails blocked by spam filter,Reset NTFS permissions on shared folder. Re-applied inheritance. User confirmed access to all subfolders.,Reopened,15-04-2026 00:22,15-04-2026 01:44,Assign to IAM Team — Target 2-hour resolution
TKT-2568,Calendar integration between Teams and Outlook is broken. Please look into this when you get a chance. Thanks in advance.,Email/Communication,Medium,Collaboration Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,11-05-2026 07:42,,Queue for Collaboration Team — Standard SLA (8 hours)
TKT-2261,My account is showing as disabled in Active Directory. Not super urgent but affecting my productivity.,Account/Access,Medium,IAM Team,Neutral,NTFS permission inheritance broken on shared folder,Forced AD replication between DCs using repadmin /syncall. Account visible across all sites within 5 minutes.,Closed,17-04-2026 07:13,17-04-2026 18:49,Queue for IAM Team — Standard SLA (8 hours)
TKT-0005,"Network outage in Building B, none of the systems are accessible. Low priority, can wait until next week.",Network/VPN,Low,Infra Team,Neutral,ISP upstream link degradation,"Contacted ISP support, they rerouted traffic through backup link. Monitored latency for 1 hour.",Closed,07-04-2026 22:07,09-04-2026 06:37,Queue for Infra Team — Respond within 24 hours
TKT-0085,"DNS resolution failing for internal websites. It's causing some inconvenience but I can manage for now. Just a small request, you guys are doing great work!",Network/VPN,Medium,Infra Team,Positive,DNS misconfiguration after recent network update,Corrected VLAN tagging on trunk ports and verified inter-VLAN routing. Tested from affected workstations.,Reopened,28-04-2026 01:19,28-04-2026 04:23,Queue for Infra Team — Standard SLA (8 hours)
TKT-3136,"Need to set up read replicas for better performance. Not urgent at all, just planning ahead.",Database,Low,DBA Team,Neutral,MongoDB secondary node fell behind due to oplog overflow,Created schema using DBA admin account. Granted appropriate permissions to development team. Schema ready for use.,Closed,06-05-2026 04:02,07-05-2026 02:43,Queue for DBA Team — Respond within 24 hours
TKT-4570,What is the procedure for requesting a new email distribution list? Would appreciate if this could be fixed today. Let me know if you need more info.,General IT,Medium,Service Desk,Neutral,VPN required for intranet access from home — user unaware,Shared BYOD policy document. Explained personal device registration process via IT portal.,Closed,28-03-2026 02:46,28-03-2026 11:00,Queue for Service Desk — Standard SLA (8 hours)
TKT-2919,"Need new email alias for the rebranded department name. Not super urgent but affecting my productivity. Just a small request, you guys are doing great work!",Email/Communication,Medium,Collaboration Team,Positive,Shared mailbox permissions not propagated to user's profile,Created distribution list via Exchange admin center. Added 25 members. Test email delivered to all.,Closed,29-03-2026 06:06,29-03-2026 09:13,Queue for Collaboration Team — Standard SLA (8 hours)
TKT-4062,Need to implement IP whitelisting for our admin panel. I have a workaround but it's slowing me down. Love how efficient the IT team has been lately!,Security,Medium,Security Team,Positive,USB blocking GPO not applied to the correct OU in AD,Completed vendor security assessment. Granted time-limited VPN access with MFA. Access expires in 30 days.,Closed,29-03-2026 03:08,29-03-2026 14:16,Queue for Security Team — Standard SLA (8 hours)
TKT-3447,"Need to archive old records older than 3 years. No rush, whenever you get a chance. Happy to provide more details if needed.",Database,Low,DBA Team,Neutral,Orphaned temp tables and log files consuming disk space,Restored database from last good backup (23:00 snapshot). Verified data integrity. 0 records lost.,Closed,26-04-2026 07:05,27-04-2026 06:49,Queue for DBA Team — Respond within 24 hours
TKT-4213,Ransomware warning message appeared on a screen in accounting. Would appreciate if this could be fixed today. Let me know if you need more info.,Security,Medium,Security Team,Neutral,SSL certificate auto-renewal job failed due to DNS validation error,Quarantined phishing email from all mailboxes. Added sender domain to block list. Sent awareness alert to users.,Closed,23-04-2026 23:12,24-04-2026 07:06,Queue for Security Team — Standard SLA (8 hours)
TKT-3762,"Need to implement IP whitelisting for our admin panel. Low priority, can wait until next week. This is unacceptable, I can't believe this is still broken.",Security,Low,Security Team,Frustrated,Brute force attack from foreign IP — weak password policy,Quarantined phishing email from all mailboxes. Added sender domain to block list. Sent awareness alert to users.,Closed,27-03-2026 23:51,29-03-2026 08:13,Queue for Security Team — Respond within 24 hours
TKT-3867,"ASAP: Employee reported clicking on a phishing link, need investigation.",Security,High,Security Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,21-04-2026 03:50,,Assign to Security Team — Target 2-hour resolution
TKT-0804,SYSTEM DOWN: Monitor displays blue screen of death every 30 minutes.,Hardware,Critical,Desktop Support,Neutral,Battery cell degradation beyond 80% wear level,Updated docking station firmware to v1.4.2. Reinstalled display drivers. Both monitors detected correctly.,Closed,18-05-2026 07:54,18-05-2026 09:00,IMMEDIATE ESCALATION to Desktop Support — Page on-call engineer
TKT-3849,Need to disable TLS 1.0 and 1.1 on all our web servers. Would appreciate if this could be fixed today. Love how efficient the IT team has been lately!,Security,Medium,Security Team,Positive,USB blocking GPO not applied to the correct OU in AD,Reset account password. Revoked all active sessions. Enabled MFA. Reviewed audit logs for unauthorized actions.,Closed,08-05-2026 06:55,08-05-2026 14:29,Queue for Security Team — Standard SLA (8 hours)
TKT-4536,How do I connect my Bluetooth headset to the laptop? Not super urgent but affecting my productivity.,General IT,Medium,Service Desk,Neutral,New employee onboarding documentation not provided during HR induction,Shared updated SharePoint link to IT policy documents. Added shortcut on user's desktop for quick access.,Closed,07-05-2026 03:55,07-05-2026 07:01,Queue for Service Desk — Standard SLA (8 hours)
TKT-0862,USB ports on my laptop are not working anymore. Please look into this when you get a chance. Let me know if you need more info.,Hardware,Medium,Desktop Support,Neutral,Audio driver conflict with recent Windows update,Cleaned paper feed rollers and replaced worn pickup roller assembly. Ran 50-page test print successfully.,Closed,25-04-2026 01:49,25-04-2026 06:47,Queue for Desktop Support — Standard SLA (8 hours)
TKT-2273,Need API keys generated for our new microservice. This is just a general question. Please help ASAP!,Account/Access,Low,IAM Team,Urgent,Access request not processed — missing manager approval in workflow,Whitelisted password reset email domain in spam filter. Resent reset link. User confirmed receipt.,Closed,17-05-2026 05:34,19-05-2026 01:44,Queue for IAM Team — Respond within 24 hours
TKT-0961,"Desktop fan is making very loud noise, might overheat soon. I have a workaround but it's slowing me down. This is unacceptable, I can't believe this is still broken.",Hardware,Medium,Desktop Support,Frustrated,Paper feed roller worn out from extensive use,Rolled back GPU driver to version 31.0.15.4601. Ran stress test for 2 hours. No BSOD recurrence.,Closed,13-03-2026 23:10,14-03-2026 09:43,"Assign to Desktop Support — Follow up with user, target 4-hour resolution"
TKT-2453,"Important: My account got disabled, I am unable to login since morning.",Account/Access,High,IAM Team,Neutral,SMTP relay for password reset emails blocked by spam filter,Forced AD replication between DCs using repadmin /syncall. Account visible across all sites within 5 minutes.,Closed,23-05-2026 03:38,23-05-2026 05:57,Assign to IAM Team — Target 2-hour resolution
TKT-1296,The automated testing suite is producing false positives. Not super urgent but affecting my productivity. Really frustrated with the IT support response time.,Software/Application,Medium,Application Support,Frustrated,Insufficient RAM allocation for Excel 64-bit with large datasets,Submitted elevated privileges request. Installed software with admin token. Removed temp admin access.,Closed,10-05-2026 07:27,10-05-2026 10:47,"Assign to Application Support — Follow up with user, target 4-hour resolution"
TKT-0281,Internet connectivity is down for the whole office since 9 AM. Please look into this when you get a chance.,Network/VPN,Medium,Infra Team,Urgent,Routing table corruption after configuration push,Updated firewall ACL rules to allow traffic on ports 443 and 8443. Tested with curl and browser.,Closed,23-05-2026 22:27,24-05-2026 05:33,Queue for Infra Team — Standard SLA (8 hours)
TKT-4448,"How to map a network drive on my new laptop? Just curious about this, no hurry. Happy to provide more details if needed.",General IT,Low,Service Desk,Neutral,BYOD policy document not easily discoverable on intranet,Shared new software request form link. Guided user through the approval workflow steps.,Closed,07-05-2026 22:59,09-05-2026 19:27,Queue for Service Desk — Respond within 24 hours
TKT-0333,"Firewall is blocking access to our client's portal, need urgent fix. This is just a general question.",Network/VPN,Low,Infra Team,Neutral,Network switch firmware bug causing packet drops,Rolled back routing table to last known good configuration. Verified all routes with traceroute.,Reopened,05-04-2026 05:02,06-04-2026 16:14,Queue for Infra Team — Respond within 24 hours
